policy,Group,Code,Question,quant_indicator,qual_answer,english_version,Answer3,Comment on coding
GB_9e,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"Publish regularly with an average of at least one item per year in a rolling two-year period (in the form of peer reviewed articles, performances, portfolios etc. – appropriate to the discipline) that is judged through peer review as being internationally excellent or world leading in terms of originality, significance and rigour. Where appropriate, a substantive monograph may be double weighted.","Publish regularly with an average of at least one item per year in a rolling two-year period (in the form of peer reviewed articles, performances, portfolios etc. – appropriate to the discipline) that is judged through peer review as being internationally excellent or world leading in terms of originality, significance and rigour. Where appropriate, a substantive monograph may be double weighted.",NA,NA
GB_9e,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
GB_9e,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,"In addition, evidence the provision of high quality supervision with the aim of leading to completion an average of one externally funded PhD student every year as Primary Supervisor (number may be increased or decreased dependent upon disciplinary norms).","In addition, evidence the provision of high quality supervision with the aim of leading to completion an average of one externally funded PhD student every year as Primary Supervisor (number may be increased or decreased dependent upon disciplinary norms).",NA,NA
GB_9e,Patents,Patents,patenting discoveries/inventions,1,Patent applications,Patent applications,NA,NA
IN_1,Metadata,PolicyDate,When did the policy come into effect?,20100101,NA,NA,NA,NA
IN_1,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",teachers,NA,NA,NA,NA
IN_1,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,tenure,tenure,NA,NA
IN_1,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
IN_1,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
IN_1,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
IN_1,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
IN_1,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
IN_1,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
IN_1,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
IN_1,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
IN_1,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
IN_1,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
IN_1,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,Recognized and reputable periodicals/media,Recognized and reputable periodicals/media,NA,NA
IN_1,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",0,NA,NA,NA,NA
IN_1,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
IN_1,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",0,NA,NA,NA,NA
IN_1,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
IN_1,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",1,"Contribution to Corporate life and management of the department and institution through participation in academic and administrative committees and responsibilities- 10 per activity. Honorary Consultancy to govt. bodies/ govt. recognized public or private institutions, societies and agencies/ industries, etc.","Contribution to Corporate life and management of the department and institution through participation in academic and administrative committees and responsibilities- 10 per activity. Honorary Consultancy to govt. bodies/ govt. recognized public or private institutions, societies and agencies/ industries, etc.",NA,NA
IN_1,Patents,Patents,patenting discoveries/inventions,1,Patent/Technology transfer/product/Process,Patent/Technology transfer/product/Process,NA,NA
IN_10,Metadata,PolicyDate,When did the policy come into effect?,20190404,NA,NA,NA,NA
IN_10,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",NA,NA,NA,NA,NA
IN_10,Metadata,PolicyType,"Describe the type of policy in one sentence (specify if it's for evaluation, promotion, applies to both hiring and promotion simultaneously etc).",promotion,NA,NA,NA,NA
IN_10,MoRRIIndicators,GenderEquality (GE1),gender equality (or equivalent process),0,NA,NA,NA,NA
IN_10,MoRRIIndicators,GenderReviewers,gender of reviewers considered,0,NA,NA,NA,NA
IN_10,Other,GenderBalanceReviewers (GE9),gender balance for reviewers/committees,0,NA,NA,NA,NA
IN_10,MoRRIIndicators,CitizenScience (SL3),citizen science activities,0,NA,NA,NA,NA
IN_10,MoRRIIndicators,PublicEngagement (PE1),impact type 1) public engagement,0,NA,NA,NA,NA
IN_10,MoRRIIndicators,PolicyMakers (PE2),impact type 2) interactions with policy makers,0,NA,NA,NA,NA
IN_10,OtherIndicators,Industry,impact type 3) interactions with industry,0,NA,NA,NA,NA
IN_10,MoRRIIndicators,OpenAccess (OA1),open access publishing,0,NA,NA,NA,NA
IN_10,MoRRIIndicators,Data (OA2),data publication and/or sharing,0,NA,NA,NA,NA
IN_10,OtherIndicators,Software,contributions to scientific software,0,NA,NA,NA,NA
IN_10,Bibliometrics,JournalMetrics,"journal based metrics, e.g. impact factor, journal ranking quartiles",1,"For every paper published in a journal with more than 5 impact factor, the first and corresponding author will get 5 bonus points each.","For every paper published in a journal with more than 5 impact factor, the first and corresponding author will get 5 bonus points each.",NA,NA
IN_10,Bibliometrics,Citations,"citations (person-based metrics: h-index, number of citations etc)",1,"The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents","The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents",NA,NA
IN_10,Bibliometrics,NumPublications,number of publications and/or publication list (quantity),0,NA,NA,NA,NA
IN_10,Bibliometrics,PublicationQuality,"an attemp to review quality instead of quantity of publications, i.e. a request for key publications, writing samples, etc.",1,"To encourage research scholars to publish in reputed journals, an incentive scheme  entitled “Raman Research Award” has been constituted. Under this scheme, scholars will get an incentive for each of their publications.","To encourage research scholars to publish in reputed journals, an incentive scheme  entitled “Raman Research Award” has been constituted. Under this scheme, scholars will get an incentive for each of their publications.",NA,NA
IN_10,ServicesToScientificCommunity,PeerReview,peer review and editor activities,0,NA,NA,NA,NA
IN_10,ServicesToScientificCommunity,PastoralWork,"conference organisation, participation in PhD committees or other community services",0,NA,NA,NA,NA
IN_10,Patents,Patents,patenting discoveries/inventions,1,"The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents. Equal points for the Inventor and the Co-inventor","The institute recognizes the research carried out by its faculty members and research students by granting “Research Awards” for publishing papers, contribution to h-index of the university through citations, funded projects, and patents. Equal points for the Inventor and the Co-inventor",NA,NA
IN_11,Metadata,PolicyDate,When did the policy come into effect?,0,NA,NA,NA,NA
IN_11,Metadata,PositionEvaluated,"Which position level is evaluated in the policy, e.g. tenure track, professor, lecturer, senior lecturer, various (different positions at once),...",Assistant Professor,NA,NA,NA,NA
